person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,70000,0,4.0,4,2,15000,13.16,1,0.21,1,3
38,50004,3,2.0,2,2,6000,13.79,0,0.12,1,11
22,27376,3,0.0,1,2,10000,10.28,1,0.37,0,3
54,50000,3,14.0,0,0,20000,7.9,1,0.4,0,20
23,42000,0,0.0,4,3,6000,16.77,0,0.14,0,3
23,54000,0,2.0,3,3,7500,15.58,1,0.14,0,2
44,48000,3,0.0,5,2,5000,13.43,0,0.1,0,14
27,65000,3,0.0,3,1,6000,11.14,0,0.09,0,9
29,57000,3,5.0,1,4,10000,18.64,0,0.18,1,6
22,56920,0,6.0,5,3,10000,14.59,1,0.18,1,2
36,84000,3,0.0,1,1,20000,9.64,1,0.24,0,16
30,76500,3,11.0,3,3,12000,17.27,1,0.13,0,10
32,150000,3,7.0,0,0,25000,8.49,0,0.17,0,7
25,38000,0,3.0,3,1,1500,10.62,0,0.04,0,3
27,35000,3,1.0,5,0,4500,7.66,0,0.13,0,7
24,19800,3,1.0,0,0,5600,5.79,1,0.28,0,3
22,80000,0,1.0,1,0,2000,10.99,0,0.03,0,4
56,70000,0,17.0,4,0,2500,5.99,0,0.04,0,23
24,39996,2,0.0,4,0,3000,7.37,0,0.08,0,2
26,44000,3,0.0,2,0,3000,7.49,1,0.07,0,4
28,39000,3,0.0,0,2,12000,12.53,1,0.31,1,9
21,47200,0,1.0,3,2,7000,13.23,0,0.15,0,4
31,46992,3,1.0,3,1,11000,11.14,0,0.23,0,9
22,24900,0,1.0,3,2,5500,13.16,1,0.22,0,2
25,25000,3,1.0,2,1,8000,12.42,1,0.32,0,3
31,115000,0,15.0,3,1,10000,12.42,0,0.09,0,6
22,28000,3,4.0,1,1,3000,10.59,0,0.11,0,3
28,68000,3,2.0,1,1,14800,9.99,0,0.22,0,9
25,80000,0,0.0,3,0,10000,5.79,0,0.13,0,4
25,60000,0,9.0,4,2,10200,13.92,0,0.17,1,4
22,36396,0,6.0,1,1,5500,11.12,0,0.15,0,3
33,63000,2,2.0,1,0,12800,7.88,0,0.2,0,10
27,35000,3,3.0,3,1,4800,9.99,0,0.14,0,8
24,55000,0,1.0,2,0,5275,8.07,0,0.1,0,4
25,19200,3,3.0,0,1,6150,11.46,1,0.32,0,3
27,64000,3,0.0,3,2,12000,13.49,0,0.19,1,5
26,44000,3,0.0,3,4,8400,14.5,1,0.19,1,3
26,40000,3,4.0,1,0,12500,6.92,1,0.31,0,2
26,24000,3,3.0,3,0,10000,10.99,1,0.42,0,2
29,56700,0,9.0,1,2,10000,10.99,0,0.18,1,5
37,92000,2,15.0,3,1,12000,11.14,0,0.13,0,14
23,65000,0,1.0,1,4,15000,14.5,0,0.23,0,4
23,28000,3,5.0,4,1,6000,9.63,0,0.21,0,4
27,41400,3,2.0,0,1,9600,10.99,0,0.23,0,5
22,33650,3,1.0,1,3,6000,12.86,1,0.18,0,4
23,88000,3,7.0,4,0,9600,5.79,0,0.11,0,3
23,77004,0,6.0,3,0,12000,5.79,0,0.16,0,3
30,85634,0,4.0,4,0,14000,7.66,0,0.16,0,8
31,60000,3,2.0,4,2,12000,13.98,0,0.2,0,5
27,36000,0,3.0,2,0,2500,9.63,0,0.07,0,7
29,55000,0,9.0,2,0,5000,10.99,0,0.09,0,10
28,30000,3,5.0,4,1,2400,9.25,0,0.08,0,6
26,50000,0,7.0,5,0,7200,6.62,0,0.14,0,2
22,80000,3,4.0,4,0,7000,7.51,0,0.09,0,2
25,94400,0,4.0,4,0,35000,7.49,0,0.37,0,3
23,62500,0,7.0,5,0,4000,7.43,0,0.06,0,3
33,80000,2,12.0,2,2,9000,11.97,0,0.11,0,7
28,78000,0,12.0,3,1,12000,10.99,0,0.15,0,10
26,92040,0,6.0,5,0,10000,10.99,0,0.11,0,3
30,114132,0,1.0,0,3,14400,14.54,1,0.13,0,10
26,41682,0,7.0,0,2,18000,13.22,1,0.43,1,3
21,19500,0,0.0,1,1,15000,9.64,1,0.77,0,2
24,62467,3,0.0,4,0,10625,8.49,0,0.17,0,2
33,53000,3,4.0,0,1,3600,9.25,0,0.07,0,5
22,74000,3,4.0,5,0,5050,5.42,0,0.07,0,4
25,40000,0,8.0,0,0,10000,7.14,0,0.25,0,4
25,58650,3,7.0,3,3,5600,14.84,1,0.08,0,4
37,25000,3,0.0,5,3,2775,15.65,1,0.11,1,14
29,48000,0,3.0,5,2,17375,14.27,0,0.36,1,10
25,29000,3,9.0,4,0,11000,8.49,1,0.38,0,2
23,30000,0,3.0,0,0,3800,5.79,0,0.13,0,3
25,35000,3,9.0,5,1,1000,11.99,0,0.03,0,3
24,30000,3,0.0,4,0,10000,8.38,1,0.33,0,2
23,68000,3,1.0,5,4,14400,17.99,1,0.21,0,2
32,33000,3,1.0,1,0,12000,6.54,1,0.36,0,8
21,24000,0,2.0,1,1,5000,8.7,0,0.21,0,2
27,103000,3,2.0,5,0,5000,9.32,0,0.05,0,7
26,35000,3,0.0,0,3,8000,15.31,1,0.23,1,2
27,120000,3,1.0,0,0,20000,6.54,0,0.17,0,9
22,39996,3,0.0,4,1,7500,11.86,0,0.19,0,3
23,39000,3,7.0,3,3,6000,14.09,1,0.15,1,3
23,34800,3,7.0,1,0,2500,6.39,0,0.07,0,2
24,68000,3,0.0,4,1,7500,11.99,0,0.11,0,2
25,107000,0,1.0,3,0,1000,7.4,0,0.01,0,4
27,82000,0,11.0,5,0,10000,7.51,0,0.12,0,6
23,51600,0,1.0,4,1,4800,10.99,1,0.09,0,3
24,60000,3,4.0,3,0,10000,6.54,0,0.17,0,2
23,85000,0,4.0,1,0,3000,6.03,0,0.04,0,3
24,64800,0,5.0,5,0,11000,5.79,0,0.17,0,3
27,24840,2,0.0,3,0,11500,8.49,0,0.46,0,6
27,150000,0,11.0,5,1,8000,12.21,0,0.05,0,5
23,30000,3,7.0,1,2,10000,13.99,1,0.33,0,2
23,48000,0,7.0,0,3,16800,14.59,1,0.35,0,2
28,55000,0,5.0,4,0,4800,5.79,0,0.09,0,6
22,100000,3,3.0,1,2,6000,12.98,0,0.06,1,2
25,76000,3,0.0,0,0,5000,8.9,0,0.07,0,2
22,29000,0,5.0,0,1,9000,10.99,1,0.31,0,4
21,35364,3,3.0,5,1,10000,10.99,0,0.28,0,4
22,32500,3,0.0,5,1,12000,11.49,1,0.37,0,3
24,56100,0,4.0,3,3,4900,15.95,1,0.07,1,4
32,130000,0,3.0,0,1,5000,10.99,1,0.04,0,9
54,125000,0,13.0,4,0,12000,6.62,0,0.1,0,24
23,28800,0,6.0,3,1,5000,11.99,0,0.17,0,3
26,130000,3,10.0,0,2,20000,13.11,0,0.15,1,4
37,92500,3,1.0,1,0,15000,7.49,0,0.16,0,14
23,50000,2,3.0,5,0,5000,8.94,0,0.1,0,3
30,66888,0,6.0,2,2,15000,12.23,0,0.22,1,9
29,38400,3,14.0,1,0,11000,7.49,0,0.29,0,7
29,33000,3,5.0,2,0,8000,5.79,1,0.24,0,8
25,55000,0,6.0,4,2,15000,15.27,0,0.27,0,3
22,54000,3,4.0,0,2,1300,14.27,1,0.02,1,2
26,45450,3,2.0,3,1,7500,11.14,0,0.17,0,3
23,140000,0,0.0,1,0,3500,5.79,0,0.03,0,3
23,61000,3,2.0,0,3,4000,16.0,1,0.07,1,4
27,105000,3,1.0,2,1,16000,10.99,0,0.15,0,8
22,55000,3,6.0,1,0,5000,6.91,0,0.09,0,2
21,42000,2,5.0,5,1,12250,8.88,0,0.29,0,4
27,47380,0,11.0,2,2,15000,13.79,0,0.32,1,9
26,30000,2,5.0,5,0,5000,10.99,0,0.17,0,4
28,54000,0,1.0,4,0,11000,6.54,0,0.2,0,9
26,70500,0,11.0,4,0,14500,7.49,1,0.21,0,3
22,40000,3,6.0,3,0,7000,7.9,0,0.17,0,2
24,55152,0,8.0,1,1,16000,11.49,0,0.29,0,4
22,24000,3,4.0,1,3,5000,16.49,0,0.21,0,4
31,60000,3,5.0,2,0,12000,7.49,0,0.2,0,10
22,58000,3,6.0,1,0,1500,5.42,0,0.03,0,2
25,54000,3,6.0,4,1,20000,8.88,1,0.37,0,3
27,50000,3,0.0,2,0,8000,7.9,0,0.16,0,9
23,64000,0,0.0,0,3,12000,15.62,1,0.19,1,4
28,63000,0,1.0,2,1,11500,9.99,0,0.18,0,8
23,46800,2,7.0,5,2,9000,10.99,0,0.19,1,4
22,36000,3,4.0,1,1,6000,10.36,0,0.17,0,3
36,46000,3,2.0,0,2,10000,12.53,0,0.22,0,14
22,80000,3,3.0,5,4,8000,18.39,0,0.1,1,3
39,50000,0,1.0,4,0,8000,7.68,0,0.16,0,11
28,40000,3,1.0,4,2,3700,15.96,0,0.09,0,8
26,73000,0,3.0,2,2,14400,13.8,1,0.2,1,3
30,24000,2,11.0,5,0,6000,10.99,0,0.25,0,9
22,30000,3,0.0,1,1,5000,10.33,0,0.17,0,3
25,44000,3,1.0,1,0,2800,6.92,0,0.06,0,3
24,70000,0,8.0,5,1,25000,9.62,0,0.36,0,2
31,29000,0,3.0,1,1,3500,12.53,0,0.12,0,5
28,42000,3,0.0,1,1,12000,11.11,0,0.29,0,9
25,60000,1,3.0,0,1,5000,11.14,0,0.08,0,3
28,103832,3,12.0,1,4,24000,16.69,0,0.23,0,5
26,29000,0,10.0,2,0,7200,8.49,0,0.25,0,4
24,36100,3,3.0,1,1,8400,11.26,0,0.23,0,4
23,43000,3,7.0,1,0,1000,7.51,0,0.02,0,3
24,37000,3,8.0,1,3,10500,10.99,0,0.28,0,4
34,51621,0,5.0,2,1,3500,11.49,0,0.07,0,7
21,35000,2,5.0,5,1,10000,10.99,0,0.29,0,4
24,95000,0,2.0,1,0,5000,7.88,0,0.05,0,3
29,67992,0,0.0,2,0,2000,7.43,0,0.03,0,7
23,70550,0,7.0,3,0,15000,8.9,1,0.18,0,4
24,68298,3,3.0,5,0,11500,10.99,0,0.17,0,2
23,90000,0,7.0,5,0,4900,6.99,0,0.05,0,2
27,62400,0,11.0,5,0,1000,5.42,0,0.02,0,7
22,53000,3,3.0,3,1,21250,10.25,1,0.4,0,3
30,21360,3,1.0,5,1,2400,10.25,0,0.11,0,9
29,28800,3,1.0,5,0,1400,7.9,0,0.05,0,5
26,69000,0,10.0,4,2,5000,14.17,0,0.07,0,4
22,39124,2,6.0,5,0,5000,7.74,0,0.13,0,4
29,45000,3,7.0,3,1,10000,10.99,0,0.22,0,5
23,77004,0,7.0,5,0,6000,7.88,0,0.08,0,2
22,60000,0,6.0,5,0,7800,7.29,0,0.13,0,2
22,54400,3,2.0,3,4,7000,10.99,1,0.11,1,2
24,52800,3,8.0,4,0,9000,7.49,0,0.17,0,4
28,13500,2,0.0,4,0,6700,9.63,1,0.5,0,5
23,130000,0,1.0,1,2,15000,12.87,0,0.12,1,4
23,24996,2,1.0,4,3,4575,10.99,0,0.18,1,2
26,122000,0,4.0,0,2,4800,10.99,0,0.04,1,2
26,120000,0,10.0,2,2,5600,13.49,0,0.05,1,3
41,137004,3,0.0,5,0,5600,8.59,0,0.04,0,11
33,82404,2,8.0,1,3,14400,16.0,0,0.17,1,7
31,84000,0,12.0,2,0,10000,5.99,0,0.12,0,8
24,50000,3,3.0,3,2,3000,10.99,1,0.06,0,2
32,45000,3,3.0,4,2,3000,12.61,0,0.07,0,7
22,94200,0,6.0,4,1,20000,8.88,0,0.21,0,2
26,62004,3,9.0,0,0,24000,7.9,1,0.39,0,3
35,30000,3,0.0,1,0,6475,5.42,0,0.22,0,7
21,39600,2,5.0,4,0,3500,6.62,0,0.09,0,3
27,17000,3,2.0,5,3,4000,14.42,1,0.24,0,8
29,119500,0,6.0,2,2,6800,13.16,0,0.06,1,10
22,53000,0,6.0,5,4,8000,16.82,0,0.15,0,4
27,90000,0,11.0,5,3,21000,15.62,0,0.23,0,9
22,26000,3,0.0,0,2,9000,12.73,1,0.35,0,4
38,48000,0,23.0,3,3,9000,15.21,1,0.19,1,15
25,45000,3,2.0,3,2,5000,10.99,0,0.11,0,4
27,60000,3,11.0,5,1,20000,10.51,1,0.33,0,7
25,56000,0,9.0,5,1,12375,11.49,0,0.22,0,4
27,20400,3,3.0,3,0,5500,6.91,0,0.27,0,7
24,62000,0,8.0,5,4,20000,16.7,0,0.32,0,2
28,62000,3,2.0,3,2,12800,13.16,0,0.21,1,5
25,120000,0,5.0,2,0,21000,7.9,0,0.17,0,2
26,73000,0,5.0,3,2,14400,13.61,0,0.2,0,4
21,33800,3,5.0,3,1,15000,11.71,1,0.44,0,2
24,120000,2,8.0,1,0,5275,5.42,0,0.04,0,4
30,50650,3,5.0,4,1,4200,9.91,1,0.08,0,7
23,48000,2,7.0,1,1,20000,11.71,0,0.42,0,4
24,31200,3,7.0,4,1,9000,10.38,0,0.29,0,4
25,80004,3,5.0,2,1,10000,9.62,0,0.12,0,4
23,39000,3,2.0,4,3,10000,15.2,1,0.26,1,3
23,39800,0,5.0,3,1,9750,10.99,0,0.24,0,3
32,51000,0,1.0,5,1,10000,9.99,0,0.2,0,5
34,120000,0,10.0,1,1,20000,10.37,0,0.17,0,10
30,35000,0,14.0,3,0,2000,5.42,0,0.06,0,9
43,85000,3,2.0,4,0,2000,6.62,0,0.02,0,14
22,62900,3,6.0,3,3,20000,14.91,1,0.27,0,4
33,35496,3,3.0,4,2,6000,13.72,1,0.17,1,8
30,71000,3,8.0,3,1,8000,11.12,0,0.11,0,8
22,33996,3,1.0,1,3,14900,15.37,1,0.44,1,2
29,76000,3,2.0,5,1,13000,10.25,0,0.17,0,8
25,59000,0,5.0,2,0,6000,6.99,0,0.1,0,3
23,47000,3,7.0,4,4,2400,13.75,0,0.05,1,4
22,39000,3,1.0,5,3,7500,10.99,1,0.19,1,4
44,94800,0,4.0,5,0,7400,7.88,0,0.08,0,16
33,117000,0,17.0,2,0,20000,6.17,0,0.17,0,6
31,72000,0,15.0,3,0,1900,7.51,0,0.03,0,6
27,45000,3,4.0,4,1,6500,10.99,0,0.14,0,8
24,48000,3,4.0,5,3,24000,16.29,1,0.5,1,2
23,56000,3,8.0,3,6,21600,21.21,1,0.39,1,4
31,18240,3,0.0,2,0,3200,9.63,1,0.18,0,8
29,50000,2,8.0,2,1,9725,12.12,0,0.19,0,6
22,28800,2,6.0,1,0,8875,8.9,0,0.31,0,3
23,90000,0,7.0,0,1,4000,10.65,0,0.04,0,3
24,100000,0,8.0,4,3,17400,16.07,0,0.17,1,4
23,60000,3,2.0,0,0,5000,6.91,0,0.08,0,3
24,16800,3,2.0,0,3,6000,14.84,1,0.36,1,4
32,61900,3,4.0,2,2,1500,13.23,0,0.02,1,7
29,98000,0,11.0,0,2,1825,14.27,0,0.02,0,6
43,74000,3,2.0,0,4,30600,18.79,1,0.41,0,17
27,113000,0,5.0,0,0,6425,6.03,0,0.06,0,7
24,43275,3,4.0,3,2,17000,13.47,1,0.39,0,3
30,110000,2,14.0,5,2,12000,13.57,0,0.11,1,7
23,65100,0,1.0,3,2,9000,14.79,0,0.14,1,4
30,45000,0,5.0,5,1,8000,10.36,0,0.18,0,9
35,40000,2,5.0,5,0,8000,7.66,0,0.2,0,6
23,74000,3,3.0,3,1,25000,10.36,1,0.34,0,2
22,56000,3,5.0,1,2,14000,14.35,0,0.25,1,4
25,75000,0,4.0,5,3,8000,16.29,0,0.11,0,3
32,46000,3,0.0,2,3,3000,16.29,1,0.07,0,9
28,72000,0,13.0,4,2,16000,14.26,0,0.22,0,9
36,55000,3,8.0,5,0,7500,8.9,0,0.14,0,13
29,60000,0,13.0,4,0,13500,7.51,0,0.23,0,7
29,150000,3,9.0,2,4,15000,16.32,0,0.1,1,5
23,51000,0,2.0,4,0,8000,7.49,0,0.16,0,3
27,40800,0,4.0,1,1,6000,11.49,0,0.15,0,10
32,108000,3,3.0,2,3,7000,16.29,1,0.06,1,6
41,33150,3,5.0,1,2,11500,12.98,1,0.35,0,15
34,135000,0,2.0,4,0,15000,5.42,0,0.11,0,6
29,28000,3,0.0,3,2,10000,12.84,1,0.36,1,7
26,100000,3,5.0,4,2,24000,12.73,0,0.24,0,4
36,95000,3,3.0,5,0,7375,8.94,0,0.08,0,15
36,25000,0,4.0,3,0,11500,7.29,0,0.46,0,12
30,48996,0,5.0,3,2,5000,15.23,0,0.1,1,5
31,103000,3,2.0,5,5,20000,18.17,1,0.19,0,5
24,57996,0,5.0,2,1,2400,11.89,0,0.04,0,4
25,78000,0,0.0,2,1,25000,9.64,0,0.32,0,4
22,20640,3,0.0,1,2,2500,12.68,0,0.12,0,3
33,61500,3,7.0,1,0,6000,5.79,0,0.1,0,10
23,41000,3,5.0,1,3,4200,14.54,0,0.1,1,3
30,36000,3,3.0,4,1,8000,11.36,0,0.22,0,8
22,38004,3,5.0,4,1,10000,10.37,0,0.26,0,4
30,42000,3,5.0,3,1,11000,10.36,0,0.26,0,10
25,42000,3,1.0,5,1,10000,10.99,0,0.24,0,2
31,43812,3,2.0,3,2,2400,14.35,0,0.05,0,5
24,62004,3,6.0,5,0,14000,8.59,0,0.23,0,4
28,46000,0,12.0,4,0,6500,6.99,0,0.14,0,7
51,71000,3,14.0,5,2,7000,10.99,0,0.1,1,21
26,46890,3,9.0,4,2,15000,12.99,1,0.32,1,3
24,61080,0,8.0,5,1,25000,10.59,0,0.41,0,3
25,84000,3,5.0,5,0,6300,7.88,0,0.07,0,3
22,46300,3,1.0,1,0,6400,10.99,0,0.14,0,4
29,150000,0,4.0,3,0,7200,7.29,0,0.05,0,7
25,74004,3,2.0,0,3,7500,12.61,1,0.1,1,4
29,65000,3,2.0,5,1,6000,11.14,0,0.09,0,10
22,67500,3,1.0,5,1,7500,9.76,0,0.11,0,3
36,127000,3,20.0,0,3,25000,14.59,1,0.2,0,11
24,45000,3,0.0,5,0,2000,7.51,0,0.04,0,4
22,36600,0,2.0,0,0,9950,7.29,0,0.27,0,3
27,56000,3,1.0,0,2,2500,11.72,1,0.04,0,5
24,20160,3,3.0,3,2,1500,13.35,0,0.07,0,4
24,40800,3,0.0,3,1,7000,11.86,0,0.17,0,2
33,92000,0,8.0,4,2,20000,13.06,0,0.22,0,9
24,69000,3,1.0,5,1,5600,9.99,0,0.08,0,3
35,90000,0,9.0,2,2,20000,12.53,0,0.22,0,5
25,120000,0,9.0,2,1,20000,11.14,0,0.17,0,4
32,101000,3,3.0,3,1,20000,10.75,0,0.2,0,8
35,37000,3,2.0,0,1,2000,11.26,0,0.05,0,10
33,43000,3,6.0,1,1,8000,10.0,0,0.19,0,8
23,33448,3,2.0,1,2,2500,11.66,0,0.07,1,2
23,45000,3,2.0,1,2,4800,13.22,0,0.11,1,4
22,55000,0,2.0,3,2,4800,12.98,0,0.09,0,4
26,49441,2,11.0,2,0,12000,6.99,0,0.24,0,4
24,31000,3,2.0,1,2,10000,14.65,1,0.32,1,3
27,50000,3,3.0,5,1,6000,11.36,0,0.12,0,9
27,112000,0,5.0,4,0,8000,6.17,0,0.07,0,8
36,32004,3,3.0,3,1,5000,10.62,0,0.16,0,13
27,45000,3,11.0,0,0,13000,8.94,0,0.29,0,6
25,52000,0,8.0,2,1,14500,10.65,0,0.28,0,4
24,55160,3,0.0,1,0,3000,8.9,1,0.05,0,3
26,120000,0,2.0,1,0,10000,5.42,0,0.08,0,4
22,40800,3,5.0,3,0,2000,6.62,0,0.05,0,2
24,30000,3,0.0,1,2,4800,13.35,0,0.16,0,3
30,51600,3,12.0,0,1,2000,9.99,0,0.04,0,5
25,35000,2,9.0,4,2,4000,13.11,0,0.11,0,2
26,40272,0,3.0,1,1,10000,11.86,0,0.25,0,3
24,35000,3,0.0,3,0,1800,7.14,0,0.05,0,2
23,30000,3,3.0,0,1,7500,10.99,0,0.25,0,4
23,115000,0,7.0,1,2,10000,14.27,0,0.09,0,2
22,59000,0,7.0,2,3,4900,15.62,1,0.08,1,4
25,86004,3,1.0,4,2,15000,12.53,0,0.17,0,4
28,34300,0,1.0,3,3,6125,16.89,1,0.18,0,10
26,43000,0,9.0,4,0,8800,5.42,0,0.2,0,3
31,57240,0,1.0,1,0,10000,5.99,0,0.17,0,6
21,117000,0,3.0,4,3,4800,14.54,0,0.04,0,4
24,135000,3,8.0,4,0,13050,10.99,0,0.1,0,3
31,49500,0,3.0,0,1,10000,10.75,0,0.2,0,6
26,56004,0,10.0,1,2,20000,13.57,0,0.36,1,4
23,66000,0,8.0,1,1,8750,9.99,0,0.13,0,2
23,85596,0,5.0,5,1,6000,10.0,0,0.07,0,2
23,138000,3,1.0,1,3,5000,14.91,1,0.04,0,2
26,64000,0,9.0,0,3,8000,12.17,1,0.13,0,2
22,48000,3,2.0,5,2,10000,13.49,0,0.21,0,4
33,70000,0,0.0,4,2,5600,13.57,0,0.08,1,8
23,70000,3,3.0,5,0,12000,7.9,0,0.17,0,2
32,120000,3,11.0,1,0,12000,7.51,0,0.1,0,9
23,32640,3,5.0,5,1,4800,11.99,0,0.15,0,2
33,55000,3,1.0,1,2,10725,13.16,0,0.2,0,6
48,140000,0,4.0,1,1,18000,9.99,0,0.13,0,11
21,45432,0,4.0,1,1,5000,9.88,0,0.11,0,4
24,85500,0,8.0,1,1,20675,10.0,0,0.24,0,2
29,35000,3,7.0,3,2,7000,12.68,0,0.2,1,9
24,72000,3,6.0,4,1,14400,10.0,0,0.2,0,4
23,55000,0,7.0,3,0,8000,7.49,0,0.15,0,4
24,32400,3,0.0,3,2,1200,13.11,0,0.04,1,2
23,81000,3,7.0,3,2,18000,13.98,0,0.22,0,2
37,38400,3,6.0,1,3,23500,10.99,1,0.61,1,16
21,29760,3,1.0,0,1,8500,10.62,0,0.29,0,2
22,19200,3,0.0,2,4,3000,10.99,1,0.16,1,3
33,66000,2,3.0,5,1,5600,10.99,0,0.08,0,9
34,80000,3,6.0,0,1,10000,9.91,0,0.13,0,7
29,95000,0,4.0,0,2,2400,13.72,0,0.03,0,9
31,77000,0,15.0,2,1,6000,12.69,0,0.08,0,8
25,78000,0,7.0,0,2,9000,11.78,1,0.12,1,3
33,126000,0,17.0,2,0,9500,5.42,0,0.08,0,7
26,70000,0,1.0,5,1,25000,10.99,0,0.36,0,4
22,57600,0,2.0,0,2,4000,10.99,0,0.07,1,2
23,80700,3,7.0,3,1,20000,11.71,0,0.25,0,2
25,45600,3,6.0,0,2,5000,10.99,0,0.11,0,2
40,29000,3,3.0,4,0,10500,7.51,1,0.36,0,16
33,30000,3,14.0,3,1,7500,11.86,1,0.25,0,8
23,75000,0,7.0,5,0,10200,6.03,0,0.14,0,3
25,49000,0,2.0,2,1,18225,10.0,0,0.37,0,4
30,40000,3,5.0,3,0,3000,7.14,0,0.07,0,5
25,48000,3,3.0,0,1,2000,10.74,0,0.04,0,2
28,30000,3,4.0,5,1,3900,11.99,0,0.13,0,8
22,54000,2,2.0,5,1,2000,10.99,0,0.04,0,3
24,102000,0,7.0,3,1,7200,10.99,0,0.07,0,3
23,72000,0,7.0,3,1,5975,10.99,0,0.08,0,3
43,59004,0,13.0,4,3,15000,10.99,1,0.25,1,13
32,30000,3,5.0,5,3,6000,12.61,1,0.2,1,5
35,140000,0,3.0,3,1,25000,12.21,0,0.18,0,10
23,56880,3,7.0,1,1,5600,10.99,0,0.1,0,2
36,94000,0,14.0,2,0,4200,5.99,0,0.04,0,12
40,133000,3,2.0,1,3,35000,14.54,1,0.26,1,17
23,45000,0,1.0,3,1,7200,11.86,0,0.16,0,2
36,80000,0,9.0,1,2,6000,10.99,0,0.07,0,11
24,58650,3,4.0,3,3,9500,16.49,1,0.14,0,3
49,64600,0,4.0,3,3,10000,16.49,1,0.13,0,12
24,33600,3,1.0,4,3,7800,16.49,1,0.23,0,4
27,52000,3,0.0,5,2,22950,13.49,1,0.44,0,9
22,60000,0,1.0,4,0,10000,5.42,0,0.17,0,2
24,53000,3,1.0,0,3,15000,16.77,1,0.28,0,2
30,50000,3,3.0,0,2,14475,10.99,0,0.29,1,6
21,35000,3,5.0,3,0,9000,8.94,0,0.26,0,3
24,35004,0,5.0,1,0,7000,5.42,0,0.2,0,3
27,54000,2,2.0,2,1,9600,12.18,0,0.18,0,8
23,68000,3,1.0,4,4,14400,17.99,1,0.21,1,3
40,54000,0,3.0,2,2,6000,13.49,0,0.11,0,11
27,90000,0,0.0,3,0,10000,7.14,0,0.11,0,10
52,69996,2,3.0,4,1,12000,11.11,0,0.17,0,22
26,54000,0,5.0,1,1,10000,8.88,0,0.19,0,4
25,30600,3,0.0,3,4,14500,17.04,1,0.47,0,3
27,50004,2,5.0,3,1,10200,10.37,0,0.2,0,10
23,48000,0,7.0,1,1,10000,10.65,0,0.21,0,4
23,42000,3,1.0,2,2,6000,12.99,1,0.14,0,4
32,39270,3,5.0,1,2,6800,12.99,0,0.17,1,7
24,72000,0,2.0,1,2,1000,15.23,0,0.01,1,3
23,90000,3,7.0,3,2,5000,15.96,0,0.06,1,3
27,55600,2,2.0,1,1,4200,10.37,0,0.08,0,9
24,45000,3,2.0,0,1,4700,10.96,0,0.1,0,2
22,58650,0,5.0,3,3,9250,15.21,1,0.13,0,4
34,33000,3,5.0,0,0,4500,10.99,0,0.14,0,9
30,50000,0,12.0,0,2,8000,13.06,0,0.16,1,5
24,89772,3,8.0,0,2,6000,13.92,0,0.07,1,3
26,108000,3,3.0,2,3,13000,15.99,1,0.12,1,3
22,23000,3,1.0,3,5,2800,21.74,1,0.12,0,4
36,48000,0,17.0,5,0,10000,9.63,0,0.21,0,14
21,21000,3,5.0,3,5,5000,20.89,1,0.24,0,2
23,55000,0,4.0,1,0,8000,7.49,0,0.15,0,4
25,36000,0,3.0,2,2,7000,12.73,0,0.19,0,4
23,75000,3,7.0,1,0,5000,7.49,0,0.07,0,3
27,39000,3,3.0,0,1,2100,10.99,0,0.05,0,6
22,96000,0,2.0,1,0,12000,10.99,0,0.13,0,3
26,74000,0,1.0,1,1,24000,10.74,1,0.32,0,3
37,30000,2,13.0,1,3,4800,16.29,0,0.16,0,11
22,20000,3,2.0,4,1,4000,9.45,0,0.2,0,3
43,80000,3,5.0,2,1,10000,11.49,0,0.13,0,12
27,55000,0,2.0,3,1,9600,9.62,0,0.17,0,9
32,85000,3,7.0,0,1,6000,11.71,0,0.07,0,5
39,54996,2,6.0,5,0,5500,7.51,0,0.1,0,11
28,57000,0,13.0,4,2,9600,15.96,0,0.17,1,9
31,40800,3,6.0,4,0,9000,10.99,0,0.22,0,6
24,49000,3,8.0,0,3,4400,16.77,1,0.09,1,3
31,98000,2,7.0,3,2,5000,15.96,0,0.05,1,7
26,69000,0,7.0,5,2,18000,14.22,0,0.26,1,4
26,87300,0,0.0,5,2,6000,10.28,0,0.07,1,4
32,34900,0,0.0,4,1,12000,10.25,0,0.34,0,9
30,55000,0,3.0,0,1,12000,10.38,0,0.22,0,8
24,38000,3,5.0,0,0,5600,6.62,0,0.15,0,4
34,68000,0,1.0,1,2,15000,11.78,0,0.22,0,5
22,69000,0,6.0,4,2,7800,12.41,0,0.11,0,4
25,42500,3,1.0,0,1,12000,12.69,0,0.28,0,3
29,62000,0,0.0,4,2,10000,12.41,0,0.16,1,9
22,24000,3,0.0,4,4,1500,18.79,1,0.06,1,4
23,45600,3,5.0,3,2,4250,10.99,0,0.09,1,2
28,130000,0,1.0,1,3,5600,15.65,0,0.04,0,9
29,75000,0,9.0,0,1,10000,11.48,0,0.13,0,10
32,32000,3,1.0,2,3,7000,14.91,1,0.22,1,9
28,24000,3,4.0,5,0,3000,9.32,0,0.13,0,6
28,36400,2,3.0,4,1,7000,11.11,0,0.19,0,9
27,60000,3,11.0,0,1,1800,11.46,0,0.03,0,8
35,38000,0,5.0,2,0,5000,6.62,0,0.13,0,7
